id_comentario	clase_comentario
comment_id_336260	Muy buena
comment_id_18841	Excelente
comment_id_151690	Buena
comment_id_134776	Buena
comment_id_291002	Excelente
comment_id_353556	Muy buena
comment_id_262460	Excelente
comment_id_291006	Buena
comment_id_322686	Excelente
comment_id_24543	Excelente
comment_id_274486	Excelente
comment_id_330508	Buena
comment_id_248780	Muy buena
comment_id_274488	Muy buena
comment_id_93431	Muy buena
comment_id_140638	Malo
comment_id_79518	Muy buena
comment_id_278414	Excelente
comment_id_19138	Muy buena
comment_id_206496	Muy buena
comment_id_14325	Excelente
comment_id_150122	Buena
comment_id_79511	Excelente
comment_id_252658	Excelente
comment_id_92906	Malo
comment_id_92905	Excelente
comment_id_23041	Muy buena
comment_id_292678	Muy buena
comment_id_199852	Muy buena
comment_id_355810	Excelente
comment_id_196702	Malo
comment_id_234068	Excelente
comment_id_318154	Excelente
comment_id_224120	Excelente
comment_id_255064	Buena
comment_id_94360	Buena
comment_id_241400	Muy buena
comment_id_77607	Muy buena
comment_id_94366	Muy buena
comment_id_80133	Buena
comment_id_134346	Muy buena
comment_id_153348	Malo
comment_id_57684	Malo
comment_id_140820	Muy buena
comment_id_156260	Malo
comment_id_248874	Malo
comment_id_53615	Buena
comment_id_69336	Buena
comment_id_83812	Excelente
comment_id_65460	Muy buena
comment_id_316078	Excelente
comment_id_180170	Excelente
comment_id_88848	Excelente
comment_id_300430	Malo
comment_id_83819	Muy buena
comment_id_174282	Excelente
comment_id_180178	Excelente
comment_id_264704	Malo
comment_id_28824	Muy buena
comment_id_99745	Muy buena
comment_id_367350	Buena
comment_id_348280	Excelente
comment_id_146168	Muy buena
comment_id_336484	Buena
comment_id_212010	Excelente
comment_id_323300	Muy buena
comment_id_93322	Malo
comment_id_315842	Excelente
comment_id_260414	Muy buena
comment_id_318560	Malo
comment_id_265030	Excelente
comment_id_173880	Excelente
comment_id_109949	Excelente
comment_id_153694	Malo
comment_id_363524	Excelente
comment_id_70552	Excelente
comment_id_41078	Excelente
comment_id_300658	Excelente
comment_id_38271	Excelente
comment_id_34296	Excelente
comment_id_34565	Excelente
comment_id_59949	Excelente
comment_id_34292	Muy buena
comment_id_61361	Buena
comment_id_34563	Muy buena
comment_id_332024	Muy buena
comment_id_41492	Excelente
comment_id_46489	Excelente
comment_id_83614	Excelente
comment_id_131336	Muy buena
comment_id_95365	Muy buena
comment_id_289160	Excelente
comment_id_346434	Buena
comment_id_285528	Malo
comment_id_131854	Muy buena
comment_id_175730	Excelente
comment_id_56399	Buena
comment_id_21165	Excelente
comment_id_125330	Excelente
comment_id_239934	Muy buena
comment_id_253292	Excelente
comment_id_239248	Muy buena
comment_id_64512	Buena
comment_id_254826	Excelente
comment_id_112019	Buena
comment_id_168920	Buena
comment_id_112013	Excelente
comment_id_290638	Malo
comment_id_112546	Muy buena
comment_id_57624	Excelente
comment_id_73354	Muy buena
comment_id_25081	Muy buena
comment_id_199148	Buena
comment_id_15033	Excelente
comment_id_253186	Excelente
comment_id_199146	Excelente
comment_id_10517	Muy buena
comment_id_199142	Excelente
comment_id_267888	Muy buena
comment_id_161542	Malo
comment_id_68176	Malo
comment_id_56934	Muy buena
comment_id_85882	Muy buena
comment_id_73225	Excelente
comment_id_85884	Buena
comment_id_245964	Malo
comment_id_77964	Muy buena
comment_id_249202	Muy buena
comment_id_99109	Excelente
comment_id_99108	Buena
comment_id_354250	Buena
comment_id_104183	Muy buena
comment_id_245890	Buena
comment_id_369718	Muy buena
comment_id_270562	Excelente
comment_id_283330	Excelente
comment_id_20563	Excelente
comment_id_287364	Excelente
comment_id_143746	Muy buena
comment_id_315258	Excelente
comment_id_38243	Muy buena
comment_id_143742	Excelente
comment_id_198368	Excelente
comment_id_149732	Excelente
comment_id_159202	Excelente
comment_id_113948	Muy buena
comment_id_210308	Excelente
comment_id_321418	Buena
comment_id_58934	Excelente
comment_id_111595	Excelente
comment_id_163112	Excelente
comment_id_361970	Muy buena
comment_id_218082	Excelente
comment_id_50578	Excelente
comment_id_4825	Muy buena
comment_id_24024	Excelente
comment_id_276246	Muy buena
comment_id_23032	Excelente
comment_id_107467	Excelente
comment_id_107466	Malo
comment_id_96100	Muy buena
comment_id_190390	Muy buena
comment_id_247326	Excelente
comment_id_356040	Excelente
comment_id_290694	Malo
comment_id_211650	Buena
comment_id_124190	Muy buena
comment_id_102521	Muy buena
comment_id_92340	Muy buena
comment_id_283192	Excelente
comment_id_334256	Excelente
comment_id_334252	Excelente
comment_id_344370	Excelente
comment_id_49105	Buena
comment_id_100966	Excelente
comment_id_200720	Excelente
comment_id_344012	Malo
comment_id_244562	Muy buena
comment_id_344010	Muy buena
comment_id_251636	Excelente
comment_id_6549	Excelente
comment_id_251634	Muy buena
comment_id_338082	Muy buena
comment_id_134906	Buena
comment_id_120184	Muy buena
comment_id_6540	Excelente
comment_id_6542	Excelente
comment_id_320706	Excelente
comment_id_33167	Buena
comment_id_223852	Excelente
comment_id_223850	Excelente
comment_id_90888	Muy buena
comment_id_303380	Excelente
comment_id_228808	Malo
comment_id_69943	Excelente
comment_id_303838	Muy buena
comment_id_12410	Excelente
comment_id_86272	Muy buena
comment_id_368316	Buena
comment_id_219684	Muy buena
comment_id_287652	Buena
comment_id_11622	Excelente
comment_id_355664	Excelente
comment_id_45797	Excelente
comment_id_92736	Malo
comment_id_45798	Buena
comment_id_186306	Buena
comment_id_355668	Excelente
comment_id_11621	Excelente
comment_id_63183	Excelente
comment_id_312926	Excelente
comment_id_63633	Excelente
comment_id_203280	Muy buena
comment_id_63189	Buena
comment_id_48278	Muy buena
comment_id_103928	Muy buena
comment_id_48272	Buena
comment_id_44224	Excelente
comment_id_263256	Muy buena
comment_id_348102	Muy buena
comment_id_348104	Excelente
comment_id_169988	Excelente
comment_id_188550	Muy buena
comment_id_221180	Excelente
comment_id_192822	Excelente
comment_id_89944	Muy buena
comment_id_158122	Muy buena
comment_id_130688	Muy buena
comment_id_372778	Excelente
comment_id_109122	Muy buena
comment_id_349474	Excelente
comment_id_120050	Buena
comment_id_154630	Malo
comment_id_319758	Excelente
comment_id_198246	Muy buena
comment_id_13798	Excelente
comment_id_43790	Excelente
comment_id_22079	Buena
comment_id_358182	Buena
comment_id_47051	Buena
comment_id_12776	Excelente
comment_id_48228	Buena
comment_id_179034	Muy buena
comment_id_220588	Muy buena
comment_id_164796	Excelente
comment_id_19837	Buena
comment_id_128978	Excelente
comment_id_14514	Excelente
comment_id_172918	Excelente
comment_id_345766	Malo
comment_id_28614	Muy buena
comment_id_232872	Excelente
comment_id_131190	Excelente
comment_id_87651	Excelente
comment_id_294848	Muy buena
comment_id_10687	Muy buena
comment_id_131624	Excelente
comment_id_120944	Malo
comment_id_43249	Buena
comment_id_175034	Excelente
comment_id_199448	Excelente
comment_id_184672	Muy buena
comment_id_12826	Excelente
comment_id_342088	Muy buena
comment_id_311408	Excelente
comment_id_281964	Excelente
comment_id_274872	Excelente
comment_id_299120	Muy buena
comment_id_139880	Excelente
comment_id_85509	Buena
comment_id_25866	Buena
comment_id_81430	Muy buena
comment_id_160296	Buena
comment_id_146460	Buena
comment_id_119890	Excelente
comment_id_308654	Excelente
comment_id_278350	Buena
comment_id_308650	Excelente
comment_id_76407	Excelente
comment_id_42266	Excelente
comment_id_199626	Muy buena
comment_id_359944	Excelente
comment_id_64988	Buena
comment_id_64984	Muy buena
comment_id_64983	Muy buena
comment_id_317526	Excelente
comment_id_239742	Muy buena
comment_id_210882	Excelente
comment_id_210880	Buena
comment_id_47949	Excelente
comment_id_59714	Excelente
comment_id_26513	Excelente
comment_id_109468	Muy buena
comment_id_13811	Malo
comment_id_61808	Malo
comment_id_174342	Malo
comment_id_224468	Muy buena
comment_id_81889	Muy buena
comment_id_360356	Excelente
comment_id_367650	Muy buena
comment_id_117290	Muy buena
comment_id_161456	Excelente
comment_id_261034	Excelente
comment_id_317784	Muy buena
comment_id_56722	Malo
comment_id_46018	Buena
comment_id_317780	Excelente
comment_id_110570	Excelente
comment_id_343938	Muy buena
comment_id_163964	Excelente
comment_id_353086	Excelente
comment_id_134590	Muy buena
comment_id_4055	Muy buena
comment_id_252468	Excelente
comment_id_274298	Muy buena
comment_id_252464	Excelente
comment_id_112719	Excelente
comment_id_180090	Muy buena
comment_id_305362	Muy buena
comment_id_61771	Excelente
comment_id_11032	Excelente
comment_id_356676	Excelente
comment_id_139628	Muy buena
comment_id_208626	Excelente
comment_id_223184	Excelente
comment_id_67637	Buena
comment_id_161980	Muy buena
comment_id_356464	Excelente
comment_id_334082	Excelente
comment_id_349874	Malo
comment_id_138866	Muy buena
comment_id_243348	Malo
comment_id_358856	Muy buena
comment_id_35373	Excelente
comment_id_246102	Muy buena
comment_id_56708	Muy buena
comment_id_356460	Buena
comment_id_153572	Buena
comment_id_274126	Buena
comment_id_70126	Muy buena
comment_id_128476	Buena
comment_id_183356	Muy buena
comment_id_88090	Muy buena
comment_id_310434	Malo
comment_id_91106	Muy buena
comment_id_203706	Muy buena
comment_id_41244	Buena
comment_id_119386	Muy buena
comment_id_279746	Malo
comment_id_96596	Muy buena
comment_id_254262	Muy buena
comment_id_144224	Muy buena
comment_id_41249	Excelente
comment_id_83015	Muy buena
comment_id_237080	Malo
comment_id_307146	Excelente
comment_id_283298	Excelente
comment_id_130062	Muy buena
comment_id_321314	Muy buena
comment_id_267968	Muy buena
comment_id_284576	Excelente
comment_id_15485	Excelente
comment_id_368382	Excelente
comment_id_277960	Malo
comment_id_340460	Muy buena
comment_id_103088	Malo
comment_id_330146	Excelente
comment_id_24612	Excelente
comment_id_128690	Muy buena
comment_id_340468	Malo
comment_id_54034	Muy buena
comment_id_79456	Excelente
comment_id_69553	Excelente
comment_id_162760	Muy buena
comment_id_31278	Muy buena
comment_id_158492	Excelente
comment_id_313726	Excelente
comment_id_158494	Buena
comment_id_158496	Muy buena
comment_id_369034	Buena
comment_id_357502	Muy buena
comment_id_328598	Muy buena
comment_id_352758	Excelente
comment_id_97463	Excelente
comment_id_350534	Excelente
comment_id_350536	Buena
comment_id_196296	Muy buena
comment_id_56624	Malo
comment_id_181058	Malo
comment_id_230534	Excelente
comment_id_201622	Buena
comment_id_48649	Excelente
comment_id_198378	Buena
comment_id_93778	Excelente
comment_id_303734	Muy buena
comment_id_303732	Buena
comment_id_172766	Malo
comment_id_172760	Excelente
comment_id_250738	Muy buena
comment_id_7882	Excelente
comment_id_314922	Excelente
comment_id_58894	Muy buena
comment_id_55712	Muy buena
comment_id_113990	Excelente
comment_id_55710	Excelente
comment_id_55866	Buena
comment_id_164176	Muy buena
comment_id_47414	Excelente
comment_id_97645	Excelente
comment_id_72405	Buena
comment_id_82762	Malo
comment_id_309346	Excelente
comment_id_93619	Buena
comment_id_107695	Excelente
comment_id_197490	Malo
comment_id_160460	Buena
comment_id_172082	Muy buena
comment_id_246094	Muy buena
comment_id_115352	Muy buena
comment_id_94329	Excelente
comment_id_52729	Excelente
comment_id_20722	Muy buena
comment_id_56670	Excelente
comment_id_52720	Muy buena
comment_id_205442	Muy buena
comment_id_143826	Malo
comment_id_126090	Muy buena
comment_id_49841	Muy buena
comment_id_100204	Muy buena
comment_id_104252	Muy buena
comment_id_21392	Excelente
comment_id_219218	Muy buena
comment_id_151324	Muy buena
comment_id_146562	Excelente
comment_id_166608	Buena
comment_id_92452	Excelente
comment_id_138934	Muy buena
comment_id_68971	Muy buena
comment_id_299598	Excelente
comment_id_322368	Muy buena
comment_id_251176	Muy buena
comment_id_322494	Muy buena
comment_id_9286	Muy buena
comment_id_105698	Muy buena
comment_id_269004	Muy buena
comment_id_44056	Buena
comment_id_44054	Buena
comment_id_181632	Muy buena
comment_id_52851	Muy buena
comment_id_205962	Excelente
comment_id_208254	Excelente
comment_id_205964	Muy buena
comment_id_78915	Buena
comment_id_78914	Muy buena
comment_id_78917	Malo
comment_id_259020	Muy buena
comment_id_6750	Excelente
comment_id_126328	Excelente
comment_id_341214	Excelente
comment_id_94200	Excelente
comment_id_309902	Malo
comment_id_247088	Muy buena
comment_id_310158	Excelente
comment_id_247086	Buena
comment_id_203490	Excelente
comment_id_190940	Excelente
comment_id_80119	Muy buena
comment_id_247082	Excelente
comment_id_247080	Buena
comment_id_171052	Excelente
comment_id_295870	Muy buena
comment_id_77061	Excelente
comment_id_266580	Excelente
comment_id_32581	Muy buena
comment_id_340928	Excelente
comment_id_39651	Excelente
comment_id_37234	Excelente
comment_id_39653	Malo
comment_id_37236	Muy buena
comment_id_192616	Muy buena
comment_id_131294	Excelente
comment_id_136416	Excelente
comment_id_94580	Muy buena
comment_id_200284	Malo
comment_id_29754	Excelente
comment_id_156798	Buena
comment_id_183166	Excelente
comment_id_223286	Malo
comment_id_360750	Muy buena
comment_id_153360	Excelente
comment_id_69310	Excelente
comment_id_88864	Buena
comment_id_180158	Muy buena
comment_id_69317	Buena
comment_id_88682	Excelente
comment_id_310848	Muy buena
comment_id_75991	Buena
comment_id_88687	Excelente
comment_id_275182	Excelente
comment_id_7395	Excelente
comment_id_101841	Excelente
comment_id_162970	Excelente
comment_id_19150	Excelente
comment_id_106037	Malo
comment_id_154868	Malo
comment_id_208874	Muy buena
comment_id_307998	Malo
comment_id_5225	Muy buena
comment_id_208878	Excelente
comment_id_339670	Excelente
comment_id_339598	Buena
comment_id_363542	Muy buena
comment_id_28146	Muy buena
comment_id_106314	Excelente
comment_id_106641	Excelente
comment_id_106644	Excelente
comment_id_18840	Excelente
comment_id_107770	Buena
comment_id_135144	Malo
comment_id_240736	Excelente
comment_id_22221	Excelente
comment_id_50262	Excelente
comment_id_242596	Buena
comment_id_78268	Excelente
comment_id_235798	Excelente
comment_id_125072	Buena
comment_id_346450	Buena
comment_id_202726	Muy buena
comment_id_280400	Excelente
comment_id_317640	Muy buena
comment_id_194440	Buena
comment_id_194914	Buena
comment_id_64538	Excelente
comment_id_174178	Excelente
comment_id_60697	Buena
comment_id_194448	Muy buena
comment_id_254842	Excelente
comment_id_254840	Malo
comment_id_246068	Excelente
comment_id_216178	Muy buena
comment_id_339040	Muy buena
comment_id_128860	Excelente
comment_id_339048	Muy buena
comment_id_290616	Excelente
comment_id_213672	Buena
comment_id_98699	Excelente
comment_id_57608	Buena
comment_id_361764	Excelente
comment_id_87379	Buena
comment_id_34816	Muy buena
comment_id_361768	Malo
comment_id_197938	Excelente
comment_id_278388	Malo
comment_id_369550	Excelente
comment_id_95125	Excelente
comment_id_308664	Excelente
comment_id_224872	Buena
comment_id_95126	Excelente
comment_id_90441	Muy buena
comment_id_42450	Muy buena
comment_id_232070	Muy buena
comment_id_90449	Buena
comment_id_314344	Buena
comment_id_87074	Excelente
comment_id_56918	Excelente
comment_id_46202	Muy buena
comment_id_87070	Muy buena
comment_id_97875	Buena
comment_id_141502	Muy buena
comment_id_245908	Muy buena
comment_id_301104	Excelente
comment_id_35634	Muy buena
comment_id_77837	Buena
comment_id_40328	Excelente
comment_id_77834	Muy buena
comment_id_365008	Excelente
comment_id_15391	Excelente
comment_id_250134	Muy buena
comment_id_211462	Muy buena
comment_id_76615	Malo
comment_id_341986	Muy buena
comment_id_278606	Malo
comment_id_278604	Excelente
comment_id_30044	Excelente
comment_id_333802	Excelente
comment_id_307282	Excelente
comment_id_344356	Excelente
comment_id_210638	Muy buena
comment_id_4843	Excelente
comment_id_200918	Malo
comment_id_255648	Excelente
comment_id_321122	Muy buena
comment_id_4845	Excelente
comment_id_248520	Excelente
comment_id_107448	Malo
comment_id_66974	Malo
comment_id_96472	Malo
comment_id_189916	Buena
comment_id_96471	Excelente
comment_id_233304	Buena
comment_id_351030	Muy buena
comment_id_102012	Buena
comment_id_11956	Excelente
comment_id_11951	Excelente
comment_id_369342	Excelente
comment_id_38871	Excelente
comment_id_126666	Muy buena
comment_id_45150	Malo
comment_id_263320	Muy buena
comment_id_307462	Excelente
comment_id_142348	Excelente
comment_id_200704	Muy buena
comment_id_291704	Excelente
comment_id_200700	Excelente
comment_id_100945	Excelente
comment_id_6562	Muy buena
comment_id_6561	Excelente
comment_id_71086	Excelente
comment_id_338718	Buena
comment_id_218356	Muy buena
comment_id_358518	Buena
comment_id_251610	Excelente
comment_id_134968	Buena
comment_id_163396	Excelente
comment_id_109636	Buena
comment_id_24554	Excelente
comment_id_54652	Muy buena
comment_id_24557	Muy buena
comment_id_271238	Excelente
comment_id_69964	Muy buena
comment_id_316068	Malo
comment_id_364712	Buena
comment_id_155016	Excelente
comment_id_155014	Excelente
comment_id_86213	Excelente
comment_id_331894	Malo
comment_id_144962	Excelente
comment_id_92754	Excelente
comment_id_39003	Muy buena
comment_id_16899	Excelente
comment_id_362712	Muy buena
comment_id_157822	Buena
comment_id_318306	Buena
comment_id_49388	Muy buena
comment_id_58370	Malo
comment_id_22895	Excelente
comment_id_183980	Muy buena
comment_id_58378	Excelente
comment_id_315268	Buena
comment_id_29084	Muy buena
comment_id_103946	Muy buena
comment_id_106747	Excelente
comment_id_103943	Muy buena
comment_id_103765	Excelente
comment_id_222652	Buena
comment_id_204372	Muy buena
comment_id_160854	Excelente
comment_id_226398	Excelente
comment_id_294284	Excelente
comment_id_31029	Muy buena
comment_id_177982	Muy buena
comment_id_164302	Muy buena
comment_id_127648	Muy buena
comment_id_256698	Muy buena
comment_id_349186	Buena
comment_id_349184	Muy buena
comment_id_336382	Excelente
comment_id_372794	Muy buena
comment_id_158148	Excelente
comment_id_175234	Malo
comment_id_343164	Muy buena
comment_id_212240	Excelente
comment_id_18146	Muy buena
comment_id_22094	Excelente
comment_id_5030	Excelente
comment_id_147822	Muy buena
comment_id_12791	Excelente
comment_id_17322	Excelente
comment_id_309354	Excelente
comment_id_203532	Excelente
comment_id_169732	Malo
comment_id_250968	Muy buena
comment_id_219196	Buena
comment_id_14820	Buena
comment_id_229286	Excelente
comment_id_90200	Muy buena
comment_id_182170	Excelente
comment_id_182172	Excelente
comment_id_103673	Excelente
comment_id_369168	Excelente
comment_id_232890	Excelente
comment_id_311416	Buena
comment_id_62871	Excelente
comment_id_336036	Buena
comment_id_336030	Muy buena
comment_id_131608	Excelente
comment_id_62878	Excelente
comment_id_78070	Buena
comment_id_103677	Buena
comment_id_305058	Excelente
comment_id_317482	Excelente
comment_id_63474	Muy buena
comment_id_48166	Malo
comment_id_137956	Excelente
comment_id_38719	Excelente
comment_id_85291	Excelente
comment_id_108851	Muy buena
comment_id_215660	Malo
comment_id_66245	Excelente
comment_id_252992	Muy buena
comment_id_354514	Buena
comment_id_359832	Excelente
comment_id_252998	Excelente
comment_id_319438	Muy buena
comment_id_266936	Excelente
comment_id_314354	Muy buena
comment_id_314350	Buena
comment_id_288294	Muy buena
comment_id_37177	Excelente
comment_id_259630	Excelente
comment_id_90503	Excelente
comment_id_141878	Excelente
comment_id_38840	Muy buena
comment_id_38846	Excelente
comment_id_357412	Malo
comment_id_47965	Buena
comment_id_114090	Muy buena
comment_id_341156	Malo
comment_id_47782	Buena
comment_id_341408	Buena
comment_id_8019	Muy buena
comment_id_59776	Muy buena
comment_id_26570	Excelente
comment_id_252198	Excelente
comment_id_197728	Malo
comment_id_300084	Malo
comment_id_160144	Excelente
comment_id_300086	Malo
comment_id_33091	Excelente
comment_id_327204	Excelente
comment_id_300886	Muy buena
comment_id_11171	Muy buena
comment_id_101458	Muy buena
comment_id_19366	Muy buena
comment_id_174362	Excelente
comment_id_370942	Buena
comment_id_174366	Muy buena
comment_id_19360	Excelente
comment_id_16735	Muy buena
comment_id_46561	Muy buena
comment_id_243510	Muy buena
comment_id_186852	Muy buena
comment_id_246216	Excelente
comment_id_257378	Muy buena
comment_id_114894	Buena
comment_id_106664	Buena
comment_id_201894	Malo
comment_id_147316	Muy buena
comment_id_147314	Buena
comment_id_216360	Muy buena
comment_id_26790	Excelente
comment_id_112731	Excelente
comment_id_86984	Excelente
comment_id_26795	Buena
comment_id_112735	Buena
comment_id_84152	Buena
comment_id_91123	Buena
comment_id_83356	Buena
comment_id_356612	Excelente
comment_id_171850	Excelente
comment_id_77268	Excelente
comment_id_364272	Malo
comment_id_70056	Muy buena
comment_id_133128	Muy buena
comment_id_92117	Excelente
comment_id_67613	Buena
comment_id_255876	Muy buena
comment_id_133126	Malo
comment_id_67614	Muy buena
comment_id_67615	Malo
comment_id_4432	Excelente
comment_id_330150	Muy buena
comment_id_56214	Muy buena
comment_id_169398	Muy buena
comment_id_358874	Excelente
comment_id_243362	Muy buena
comment_id_43911	Excelente
comment_id_268166	Excelente
comment_id_318930	Muy buena
comment_id_184182	Muy buena
comment_id_80662	Muy buena
comment_id_80911	Muy buena
comment_id_77335	Excelente
comment_id_140046	Muy buena
comment_id_165396	Muy buena
comment_id_216582	Muy buena
comment_id_328054	Malo
comment_id_260364	Excelente
comment_id_348464	Muy buena
comment_id_112198	Malo
comment_id_57163	Malo
comment_id_188188	Excelente
comment_id_57169	Excelente
comment_id_73816	Malo
comment_id_357696	Muy buena
comment_id_21220	Excelente
comment_id_21225	Muy buena
comment_id_21224	Excelente
comment_id_321334	Buena
comment_id_218982	Excelente
comment_id_201274	Buena
comment_id_254470	Excelente
comment_id_276480	Buena
comment_id_23914	Excelente
comment_id_218988	Muy buena
comment_id_277948	Muy buena
comment_id_330166	Malo
comment_id_80715	Buena
comment_id_213536	Muy buena
comment_id_99800	Muy buena
comment_id_138612	Muy buena
comment_id_320426	Malo
comment_id_31252	Muy buena
comment_id_332830	Excelente
comment_id_211208	Muy buena
comment_id_267626	Excelente
comment_id_132500	Muy buena
comment_id_332838	Muy buena
comment_id_5859	Excelente
comment_id_270624	Excelente
comment_id_214324	Malo
comment_id_185768	Malo
comment_id_285396	Excelente
comment_id_143466	Excelente
comment_id_122140	Muy buena
comment_id_74354	Muy buena
comment_id_181078	Malo
comment_id_64701	Excelente
comment_id_236408	Malo
comment_id_111948	Excelente
comment_id_198354	Buena
comment_id_316472	Excelente
comment_id_189274	Buena
comment_id_330570	Muy buena
comment_id_276164	Muy buena
comment_id_66701	Malo
comment_id_359052	Excelente
comment_id_189582	Excelente
comment_id_233114	Excelente
comment_id_250200	Malo
comment_id_132386	Muy buena
comment_id_75084	Excelente
comment_id_235812	Excelente
comment_id_45527	Excelente
comment_id_272842	Muy buena
comment_id_129144	Muy buena
comment_id_142750	Excelente
comment_id_58563	Excelente
comment_id_209290	Excelente
comment_id_191272	Excelente
comment_id_267328	Excelente
comment_id_338384	Muy buena
comment_id_194110	Excelente
comment_id_209292	Muy buena
comment_id_38274	Muy buena
comment_id_307496	Malo
comment_id_111363	Muy buena
comment_id_54469	Muy buena
comment_id_236892	Excelente
comment_id_108190	Excelente
comment_id_175718	Muy buena
comment_id_108192	Excelente
comment_id_23264	Muy buena
comment_id_181466	Excelente
comment_id_76197	Muy buena
comment_id_160442	Muy buena
comment_id_44923	Excelente
comment_id_76192	Muy buena
comment_id_76191	Muy buena
comment_id_50919	Excelente
comment_id_179180	Muy buena
comment_id_370378	Muy buena
comment_id_38715	Excelente
comment_id_186364	Muy buena
comment_id_55593	Excelente
comment_id_36706	Excelente
comment_id_293542	Buena
comment_id_36704	Excelente
comment_id_63286	Muy buena
comment_id_285948	Excelente
comment_id_166660	Excelente
comment_id_337718	Excelente
comment_id_304994	Excelente
comment_id_337242	Excelente
comment_id_338966	Muy buena
comment_id_276418	Malo
comment_id_263048	Excelente
comment_id_160620	Buena
comment_id_322346	Excelente
comment_id_327192	Excelente
comment_id_266744	Excelente
comment_id_44073	Muy buena
comment_id_322348	Excelente
comment_id_266740	Excelente
comment_id_266034	Excelente
comment_id_226070	Muy buena
comment_id_75551	Muy buena
comment_id_294670	Muy buena
comment_id_192982	Excelente
comment_id_75559	Buena
comment_id_256752	Excelente
comment_id_64559	Buena
comment_id_225262	Buena
comment_id_255318	Malo
comment_id_243568	Excelente
comment_id_18803	Excelente
comment_id_309550	Excelente
comment_id_196294	Muy buena
comment_id_255314	Muy buena
comment_id_94227	Muy buena
comment_id_207724	Excelente
comment_id_243626	Malo
comment_id_63868	Muy buena
comment_id_65127	Excelente
comment_id_243720	Muy buena
comment_id_9004	Muy buena
comment_id_55336	Buena
comment_id_114462	Buena
comment_id_258754	Muy buena
comment_id_114468	Excelente
comment_id_351224	Excelente
comment_id_310134	Malo
comment_id_53473	Muy buena
comment_id_190964	Muy buena
comment_id_124276	Excelente
comment_id_53479	Muy buena
comment_id_93892	Muy buena
comment_id_294498	Muy buena
comment_id_273820	Muy buena
comment_id_273390	Excelente
comment_id_150306	Muy buena
comment_id_52875	Muy buena
comment_id_27566	Excelente
comment_id_294496	Excelente
comment_id_92946	Excelente
comment_id_196748	Excelente
comment_id_186110	Buena
comment_id_364618	Excelente
comment_id_196742	Malo
comment_id_186114	Excelente
comment_id_18771	Excelente
comment_id_109712	Excelente
comment_id_18774	Malo
comment_id_50142	Muy buena
comment_id_234796	Muy buena
comment_id_156224	Excelente
comment_id_88804	Buena
comment_id_310682	Excelente
comment_id_7378	Excelente
comment_id_310868	Excelente
comment_id_150166	Buena
comment_id_247122	Buena
comment_id_369534	Buena
comment_id_206456	Muy buena
comment_id_13076	Excelente
comment_id_10165	Excelente
comment_id_10163	Excelente
comment_id_78532	Muy buena
comment_id_78241	Muy buena
comment_id_78535	Muy buena
comment_id_199988	Excelente
comment_id_369532	Excelente
comment_id_110902	Excelente
comment_id_7511	Excelente
comment_id_363566	Muy buena
comment_id_335656	Muy buena
comment_id_20628	Excelente
comment_id_59909	Excelente
comment_id_59908	Buena
comment_id_106662	Buena
comment_id_363568	Excelente
comment_id_135128	Malo
comment_id_206676	Malo
comment_id_98453	Buena
comment_id_28402	Muy buena
comment_id_361672	Malo
comment_id_80900	Excelente
comment_id_318928	Malo
comment_id_311624	Malo
comment_id_52308	Malo
comment_id_311628	Excelente
comment_id_89605	Muy buena
comment_id_372422	Excelente
comment_id_87447	Muy buena
comment_id_56688	Excelente
comment_id_15075	Excelente
comment_id_10554	Excelente
comment_id_194932	Muy buena
comment_id_292898	Muy buena
comment_id_317662	Excelente
comment_id_10558	Muy buena
comment_id_94816	Excelente
comment_id_254860	Muy buena
comment_id_290942	Muy buena
comment_id_131446	Malo
comment_id_300698	Buena
comment_id_361700	Excelente
comment_id_121190	Buena
comment_id_105814	Malo
comment_id_121196	Malo
comment_id_229254	Muy buena
comment_id_369538	Muy buena
comment_id_215512	Buena
comment_id_143780	Excelente
comment_id_360036	Muy buena
comment_id_41295	Excelente
comment_id_261770	Muy buena
comment_id_159970	Buena
comment_id_30068	Excelente
comment_id_337786	Malo
comment_id_71646	Buena
comment_id_87054	Excelente
comment_id_368220	Malo
comment_id_231196	Buena
comment_id_165386	Muy buena
comment_id_35617	Muy buena
comment_id_107653	Muy buena
comment_id_162574	Muy buena
comment_id_165252	Excelente
comment_id_112501	Muy buena
comment_id_112502	Excelente
comment_id_96674	Excelente
comment_id_62441	Muy buena
comment_id_55931	Malo
comment_id_4865	Muy buena
comment_id_85938	Muy buena
comment_id_30391	Excelente
comment_id_133718	Buena
comment_id_307266	Muy buena
comment_id_262416	Buena
comment_id_291548	Excelente
comment_id_185398	Muy buena
comment_id_163622	Muy buena
comment_id_163626	Excelente
comment_id_203918	Muy buena
comment_id_77814	Excelente
comment_id_184372	Muy buena
comment_id_203910	Buena
comment_id_66953	Excelente
comment_id_66950	Excelente
comment_id_203916	Muy buena
comment_id_275406	Malo
comment_id_16528	Excelente
comment_id_351054	Malo
comment_id_57889	Excelente
comment_id_92306	Excelente
comment_id_102567	Muy buena
comment_id_92302	Muy buena
comment_id_11207	Excelente
comment_id_14025	Muy buena
comment_id_302168	Excelente
comment_id_335582	Malo
comment_id_302696	Buena
comment_id_287908	Excelente
comment_id_225072	Excelente
comment_id_291724	Buena
comment_id_142326	Buena
comment_id_142320	Muy buena
comment_id_97238	Excelente
